sentID,sent,words,lexids
mbh03_14415.xml,"i,i,ipf[2] m3s,m1s","aTa,A,acazwa,mArkaRqeyaH","0,preverb,0,pn"
mbh03_14608.xml,"i,m1s,m1s,m1s,prf a3s,m2d,i,m4s,i,i,prf a3s,iic,i","tataH,sa,rAjA,muditaH,baBUva,vAmyO,ca,asmE,sam,pra,dadO,pra,namya","0,0,0,pp.,0,0,0,0,preverb,preverb,0,preverb,abs"
mbh12_26111.xml,"m3d,i,m3s,ipf p3s","padByAm,ca,tena,aspfSyata","0,0,0,0"
mbh03_14459.xml,"i,i,ipv[1] a2s,iic,n2s,i","sADu,ava,tara,vApI,salilam,iti","adv,preverb,0,0,ctp6,0"
mbh12_26013.xml,"m1s,i,m1s,iic,m1s,m6p,ipf[2] a3s,m1s,m6p","viSvarUpaH,vE,tvAzwraH,puraH,hitaH,devAnAm,AsIt,svasrIyaH,asurARAm","pn,0,adj,0,pp.,0,0,adj,0"
mbh03_14496.xml,"m1s,prf a3s,f2s","saH,uvAca,duhitaram","0,0,0"
mbh12_13923.xml,"f1s,iic,m6p,f1s,m1p,f1p","pfTivI,sarva,BUtAnAm,janitrI,viDAH,striyaH","0,0,pp., ck,0,ctp6,0"
mbh12_26001.xml,"iic,iic,n1s,i,m5s,iic,f2s,m1s,iic,m1s","ahalyA,DarzaRa,nimittam,hi,gOtamAt,hari,SmaSrutAm,indraH,pra,AptaH","pn,ctp6,ctp6,0,pn,0,ck,pn,preverb,pp."
mbh12_26020.xml,"mvs,n1s,iic,iic,m1s,x1s,iic,m2s,cau pre a2s","putra,kim,para,pakza,varDanaH,tvam,mAtula,pakzam,nASayasi","0,0,0,ck,ctp6,0,0,ctp6,0"
mbh03_14645.xml,"i,m1s,m1s,m2s,m2s,m2s,f1s,prf a3s","tataH,sa,bakaH,tam,akUpAram,kacCapam,vijYApyAm,Asa","0,0,0,0,pn,0,ppf actn,0"
mbh12_13910.xml,"iic,n5s,i,n1s,i,n1s,iic,m1p,iic,n2s,i,i,pre[1] m3p,i,n2s","an,ftAt,Kalu,tamaH,prAduH,BUtam,tamaH,grastAH,a,Darmam,eva,anu,vartante,na,Darmam","0,pp., ctp na,0,0,0,pp.,0,pp., ctp3,0,ctp na,0,preverb,0,0,0"
mbh03_14524.xml,"m1s,i,m2d,m2d,iic,i,iic,i,i,m2s,i,ipf[2] a3s,iic,iic,m3s,m3s,m2s,i","sa,ca,tO,aSvO,prati,gfhya,anu,jYApya,ca,fzim,pra,ayAt,vAmya,sam,yuktena,raTena,mfgam,prati","0,0,0,0,preverb,abs,preverb,abs,0,0,preverb,0,0,preverb,adj pp., ctp2,0,0,0"
mbh12_26093.xml,"f2s,m1s,f2s,f2s,f2s,i,i,i,prf a3s","tAm,indraH,patnIm,kfSAm,glAnAm,ca,dfzwvA,cintayAm,baBUva","0,0,0,adj,adj pp.,0,abs,ppf actn,0"
mbh12_26155.xml,"iic,n2s,m2s,aor[a] a3s,n1s,m6s,iic,n1s,n1s,ipf[1] a3s","meGa,sadfSam,varRam,agamat,tat,asya,SaSa,lakzma,vimalam,aBavat","0,ctp3,0,0,0,0,0,ctp6,0,0"
mbh12_13922.xml,"m7s,n1s,i,prf a3p,n1s,i,n1s,n1s","narake,duHKam,eva,AhuH,samam,tu,paramam,padam","0,0,0,0,0,0,adj,0"
mbh12_26167.xml,"m6s,m6s,f2s,f2s,m1s,prf m3s","himavataH,gireH,duhitaram,umAm,rudraH,cakame","pn,0,0,pn,0,0"
mbh12_25958.xml,"i,ipf[2] a3s,n1s,i,f1s,ipf[2] a3s","na,AsIt,ahaH,na,rAtriH,AsIt","0,0,0,0,0,0"
mbh03_14601.xml,"x3s,n2s,iic,n2s,iic,fvs,n2s,ipv[9] m2s,n2s,ipv[3] a1s,x4s","tvayA,trAtam,rAja,kulam,SuBa,IkzaRe,varam,vfRIzva,apratimam,dadAni,te","0,pp.,0,ctp6,0,cbv,0,0,ctp na,0,0"
mbh03_14522.xml,"ipv[1] a1s,x4s,m2d","dadAni,te,vAmyO","0,0,0"
mbh12_13980.xml,"m1s,pop[1] a3s,i,m2p,pop[1] a3s,m2p,i,m2p","sa,dahet,agnivat,dozAn,jayet,lokAn,ca,durjayAn","0,0,adv,0,0,0,0,adj"
mbh03_14416.xml,"f7s,iic,iic,iic,m1s,m1s,m1s,n1s,f2s,aor[a] a3s","ayoDyAyAm,ikzvAku,kula,ut,pannaH,pArTivaH,parikzit,nAma,mfgayAm,agamat","pn,pn,ctp6,preverb,adj pp., ctp5,0,pn,0,0,0"
mbh03_14640.xml,"i,m1s,x3p,m1s","tataH,saH,asmABiH,pfzwaH","0,0,0,pp."
mbh01_7111.xml,"ipv[5] a2s,mVs,i,i,x3s,n5s,n1s","SfRu,rAjan,purA,samyak,mayA,dvEpAyanAt,Srutam","0,0,0,0,0,0,pp."
mbh12_26090.xml,"f2s,m3s,iic,i,prf a3s,f1s,fvs,pre[1] a2s,x6s,m2s,i,x1s,f1s,f1s,i,i","tAm,mUrDnA,pra,namya,uvAca,SacI,Bagavati,arhasi,me,BartAram,darSayitum,tvam,satyA,matA,ca,iti","0,0,preverb,abs,0,pn,0,0,0,0,cau abs,0,0,pp.,0,0"
mbh12_26171.xml,"i,i,n1s,iic,n1s,iic,n1s","adya,praBfti,etat,ava,sTitam,fzi,vacanam","0,0,0,preverb,pp.,0,0"
mbh12_25998.xml,"iic,iic,iic,n5s,iic,iic,iic,m1p,iic,m1p,iic,m1p,iic,m1p,i,m1p","veda,purARa,itihAsa,prAmARyAt,nArAyaRa,muKa,ut,gatAH,sarva,AtmAnaH,sarva,kartAraH,sarva,BAvanAH,ca,brAhmaRAH","0,cd,cd,ctp6,0,ctp6,preverb,pp., ctp5,0,adj ck,0,adj ck,0,adj ck,0,0"
mbh03_14503.xml,"i,i,i,m1s,f2s,ipf[1] a3s","aTa,kadA,cit,SalaH,mfgayAm,acarat","0,0,0,pn,0,0"
mbh03_14646.xml,"pre[2] a3s,x6p,iic,iic,n1s,m2s,m2s,i,m2s,iic,i","asti,asmAkam,aBi,pra,itam,Bavantam,kam,cit,arTam,aBi,prazwum","0,0,preverb,preverb,pp.,0,0,0,0,0,abs"
mbh12_26169.xml,"m2s,ipf[2] a3s,m1s,i,m1s,m1s,m1s,i","tam,abravIt,himavAn,aBi,lazitaH,varaH,rudraH,iti","0,0,pn,preverb,adj pp.,0,pn,0"
mbh03_14454.xml,"m1s,i,0,n7s,n7s,n7s,f3s,i,i,i,i,ipf[1] a3s","sa,kadA,cit,tasmin,vane,ramye,tayA,eva,saha,ava,vi,aharat","0,0,0,0,0,0,0,0,0,preverb,preverb,0"
mbh12_13909.xml,"m1s,prf a3s","BfguH,uvAca","pn,0"
mbh03_14674.xml,"n1s,n1s,m3s,m2s,m2s,iic,m5s,m2s,m7s,n7s,m7s,i,i,cau ipv a2p,i","SoBanam,kftam,BavatA,rAjAnam,indradyumnam,svarga,lokAt,cyutam,sve,sTAne,svarge,punaH,prati,pAdayata,iti","adj,pp.,0,0,pn,0,ctp6,pp.,0,0,0,0,preverb,0,0"
mbh03_14615.xml,"m1s,x2s,i,ipf[1] a3s","sa,mAm,upa,atizWat","0,0,preverb,0"
mbh12_13950.xml,"pre[1] a3s,i,i,m1s","Bavati,ca,atra,SlokaH","0,0,0,0"
mbh12_13908.xml,"i,ipv[4] a3d","atra,ucyatAm","0,0"
mbh12_26097.xml,"f1s,m2s,prf a3s","sA,tam,uvAca","0,0,0"
mbh03_14456.xml,"n2s,iic,i,m1s,m1s,i,f3s,iic,iic,f2s,iic,iic,f2s,f2s,ipf[4] a3s","tat,pra,viSya,rAjA,sa,saha,priyayA,suDA,tala,sukftAm,vimala,salila,pUrRAm,vApIm,apaSyat","0,preverb,0,0,0,0,0,0,0,adj ck,0,ck,adj pp., cpt3,0,0"
mbh03_14654.xml,"n1s,i,n1s,m6s,iic,f3p,f3p,i,f3p,n1s","saraH,ca,idam,asya,dakziRA,dattABiH,goBiH,ati,kramamARABiH,kftam","0,0,0,0,0,adj pp., ctp3,0,0,adj ppr. [1] md., ctp prAdi,pp."
mbh12_26168.xml,"m1s,i,i,iic,m1s,m2s,iic,i,ipf[2] a3s,f2s,f2s,x4s,ipv[3] a2s,i","BfguH,api,ca,mahA,fziH,himavantam,A,gamya,abravIt,kanyAm,umAm,me,dehi,iti","pn,0,0,0,adj ck,pn,preverb,abs,0,0,pn,0,0,0"
mbh03_14672.xml,"m1p,i,prf a3p,m1p","pARqavAH,ca,UcuH,prItAH","pn,0,0,pp."
mbh03_14460.xml,"f1s,iic,n2s,i,iic,i,f2s,i,ipf[6] a3s","sA,tat,vacaH,SrutvA,ava,tIrya,vApIm,ni,amajjat","0,0,ctp6,abs,preverb,abs,0,preverb,0"
mbh03_14526.xml,"iic,m1d,m1d,iic,m1d,m6p","aSva,ratnO,imO,a,yogyO,brAhmaRAnAm","0,0,0,0,ctp na,0"
mbh12_26052.xml,"i,m1s,i,i,iic,m1s,iic,iic,m1s,iic,m1s,x2s,i,i,iic,m2s,prf a3s","aTa,daDIcaH,taTA,eva,a,vimanAH,suKa,duHKa,samaH,mahA,yogI,AtmAnam,sam,DAya,SarIra,parityAgam,cakAra","0,pn,0,0,0,adj ctp na,0,cd,cbv,0,adj ck,0,preverb,abs,0,ctp6,0"
mbh03_14614.xml,"f1s,x6s,iic,iic,f1s,i","kIrtiH,te,vi,ud,CinnA,iti","0,0,preverb,preverb,pp.,0"
mbh12_13984.xml,"pre[1] a3s,i,i,m1s","Bavati,ca,atra,SlokaH","0,0,0,0"
mbh03_14493.xml,"i,f2s,m4s,m1s,ipf[2] a3s","aTa,enAm,rAjYe,pitA,adAt","0,0,0,0,0"
mbh12_26081.xml,"m1s,f3s,i,i,m1s,m1s,prf a3s","sa,SacyA,evam,aBi,hitaH,nahuzaH,jagAma","0,pn,0,0,adj pp.,pn,0"
mbh12_13943.xml,"m1s,prf a3s","BaradvAjaH,uvAca","pn,0"
mbh03_14673.xml,n1s,sADu,0
mbh12_26099.xml,"m1s,i,m6s,x3s,m1s,i","kAlaH,ca,asya,mayA,kftaH,iti","0,0,0,0,pp.,0"
mbh03_14447.xml,"n2s,i,n2s,pre[1] m3s,i","kim,atra,prayojanam,vartate,iti","0,0,0,0,0"
mbh12_13915.xml,"iic,iic,iic,iic,n3p,i,m3p,m3p,i,pre p3p,iic,iic,n3p,i,n3p,i","banDu,Dana,vinASa,viprayoga,kftEH,ca,mAnasEH,SokEH,aBi,BUyante,jarA,mftyu,kftEH,ca,AnyEH,iti","cd,cd,ctp6,ctp6,adj pp., ctp3,0,adj,0,preverb,0,cd,cd,adj pp., ctp3,0,ca. pfp. [1],0"
mbh12_25950.xml,"iic,iic,n7s,iic,n7s,n7s,iic,iic,n7s","saM,prakzAlana,kAle,ati,krAnte,caturTe,yuga,sahasra,Ante","preverb,0,ctp6,preverb,pp.,0,0,ctp6,pp., ctp6"
mbh12_13932.xml,"n3s,m1s,i,prf a3p,n3s,n2s,pop[5] a3s","dAnena,BogaH,iti,AhuH,tapasA,sarvam,ApnuyAt","0,0,0,0,0,0,0"
mbh12_25959.xml,"i,n1s,ipf[2] a3s,i,iic,n1s,ipf[2] a3s","na,sat,AsIt,na,a,sat,AsIt","0,ppr. [2] ac.,0,0,0,ppr. [2] ac., ctp na,0"
mbh03_14562.xml,"m1p,x2s,prf a3p,m2s,mvs,f3s,i,n3s,n3s,i","ye,tvA,viduH,brAhmaRam,vAmadeva,vAcA,hantum,manasA,karmaRA,vA","0,0,0,0,pn,0,inf,0,0,0"
mbh12_26098.xml,"m1s,x2s,i,pre[1] a3s","nahuzaH,mAm,A,hvayati","0,0,preverb,0"
mbh03_14550.xml,"m1d,m1d,n1s,m1d,n1s,m6p,n1s,mvs","anaqvAhO,suvratO,sADu,dAntO,etat,viprARAm,vAhanam,vAmadeva","0,adj,0,adj pp.,0,0,0,pn"
mbh12_26008.xml,"n7s,i,n7s,n7s,iic,iic,iic,n5s,iic,n1s,i,i","pUrve,ca,manvantare,svAyamBuve,nArAyaRa,hasta,banDa,grahaRAt,nIla,kaRWatvam,eva,vA","0,0,0,0,pn,ctp6,ctp3,ctp6,0,ck,0,0"
mbh12_26014.xml,"m1s,i,m4p,m2s,ipf[1] a3s,i,m4p","sa,pratyakzam,deveByaH,BAgam,adadat,parokzam,asureByaH","0,adverb,0,0,0,adverb,0"
mbh12_26049.xml,"m2p,m1s,prf a3s,n1s,m4p,n1s,ipv p3s","tAn,daDIcaH,uvAca,svAgatam,BavadByaH,kim,kriyatAm","0,0,0,0,0,0,0"
mbh12_25949.xml,"iic,iic,m2s,mvs,ipv[5] m2s,m1s,x6s","Atma,teja,udBavam,pArTa,SfRuzva,ekamanAH,mama","0,ck,ctp5,pn,0,0,0"
mbh12_26086.xml,"f1s,i,iic,m2s,iic,f1p,f2s,f2s,f2s,m3p,iic,ipf[1] a3s","sA,aTa,mahA,niyamam,A,sTitAH,devIm,varadAm,upaSrutim,mantrEH,A,ahvayat","0,0,0,ck,preverb,pp.,adj,adj,pn,0,preverb,0"
mbh12_26003.xml,"m6d,iic,iic,iic,iic,m6s,m6s,m3s,m1s,m1s","aSvinoH,graha,pratizeDa,ud,yata,vajrasya,puraMdarasya,cyavanena,stamBitaH,bAhuH","0,0,ctp6,preverb,pp., ctp5,bv,pn,pn,ca. pp.,0"
mbh12_25951.xml,"iic,iic,n7s,iic,iic,m7s,iic,n7s","a,vi,akte,sarva,BUta,pralaye,sTAvara,jaNgame","0,preverb,pp., ctp na,0,pp., ck,ctp6,0,cd"
mbh12_25990.xml,"n2s,m1s,ipf[6] a3s,i,iic,m1s,iic,m2s","viSvam,brahmA,asfjat,pUrvam,sarva,AdiH,niH,avaskaram","0,0,0,0,0,cbv,0,0"
mbh03_14610.xml,"m2s,m1p,m1p,i,i,ipf[6] a3p","mArkaRqeyam,fzayaH,pARqavAH,ca,pari,apfcCan","pn,0,pn,0,preverb,0"
mbh03_14464.xml,"iic,iic,m1s,ipv p3s,i","sarva,maRqUka,vaDaH,kriyatAm,iti","0,ck,ctp6,0,0"
mbh12_13978.xml,"iic,iic,iic,iic,m1p,iic,iic,iic,iic,iic,iic,iic,iic,iic,iic,m1p,iic,m1p,iic,iic,f1s,f1s,iic,iic,m1p,iic,iic,iic,iic,iic,iic,m1p,iic,iic,iic,iic,m1p,iic,iic,0,iic,iic,iic,iic,iic,m1p,iic,iic,iic,iic,iic,iic,m1p,f1s,iic,iic,iic,iic,iic,iic,iic,m1p,0,iic,iic,iic,iic,iic,iic,iic,iic,iic,0,iic,iic,m1p,iic,m1p,iic,m5s,n2p,i,pre[1] a3p","tyakta,grAmya,vastra,AhAra,upaBogAH,vanya,OzaDi,mUla,Pala,parRa,pari,mita,vicitra,ni,yata,AhArAH,sTAna,AsaninaH,BUmi,pAzARa,sikatA,SarkarA,vAlukA,Basma,SAyinaH,kASa,kuSa,carma,valkala,saM,vfta,aNgAH,keSa,SmaSru,naKa,roma,DAriRaH,niyata,kAla,upasparSanAH,askanna,homa,bali,kAla,anu,zWAyinaH,samitkuSa,kusuma,upahAra,homa,arjana,labDa,viSrAmAH,SItA,uzRa,pavana,niH,tapta,vi,Binna,sarva,tvacaH,viviDa,niyama,yoga,carya,avihita,Darma,anu,zWAna,hfta,mAMsa,SoRitAH,tvak,asTi,BUtAH,Dfti,parAH,sattva,yogAt,SarIrARi,ud,vahanti","pp.,ck,ck,cd,bv,0,ck,cd,cd,cd,preverb,adj pp., ctp3,cd,preverb,pp., cd,ck,0,adj ctp7,0,cd,cd,cd,cd,cd,ctp7,0,cd,cd,cd,preverb,pp. ctp3,bv,0,cd,cd,cd,ctp6,0,ck,bv,ctp na,ck,cd,ck,preverb,adj ctp7,0,cd,ctp4,cd,ck,ck,bv,pp.,cd,ck,preverb,pp., ctp3,preverb,pp.,cd,bv,0,0,cd,cd,cd,ck,preverb,ctp6,ctp3,ck,bv,0,cd,adj pp., ctp2,0,bv,0,ctp6,0,preverb,0"
mbh03_14507.xml,"m1s,i,m1s,m1s,m2s,ipf[2] a3s","sa,taTA,uktaH,sUtaH,rAjAnam,abravIt","0,0,adj pp.,0,0,0"
mbh01_963.xml,"m1s,prf a3s","sUtaH,uvAca","0,0"
mbh12_25954.xml,"i,f7s,i,m7s,i,n7s,i,iic,n7s,i,iic,n7s,i,iic,iic,n7s,iic,iic,n7s","na,rAtryAm,na,divase,na,sati,na,a,sati,na,vi,akte,na,a,vi,akte,vi,ava,sTite","0,0,0,0,0,ppr. [2] ac.,0,0,ppr. [2] ac., ctp na,0,preverb,pp.,0,0,preverb,pp.,preverb,preverb,pp."
mbh12_13887.xml,"i,n1s,iic,n1s,m1s,iic,m1s,m1s,iic,m1s,n1s,n1s,n1s,n1s,n1s,n1s,i","tatra,yat,an,ftam,saH,a,DarmaH,yaH,a,DarmaH,tat,tamaH,yat,tamaH,tat,duHKam,iti","0,0,0,pp., ctp na,0,0,0,0,0,ctp na,0,0,0,0,0,0,0"
mbh12_26085.xml,"f1s,x6s,m2s,cau fut a3s,i","sA,tava,indram,darSayizyati,iti","0,0,pn,0,0"
mbh03_14580.xml,"m1s,prf a3s","vAmadevaH,uvAca","pn,0"
mbh12_26015.xml,"i,m2s,iic,i,iic,f2s,f2s,m1p,n2s,ipf[1] m3p","aTa,hiraRyakaSipum,puraH,kftya,viSvarUpa,mAtaram,svasAram,asurAH,varam,ayAcanta","0,pn,0,abs,pn,adj ctp6,0,0,0,0"
mbh12_13931.xml,"n3s,pre p3s,n1s,iic,m7s,f1s,f1s","hutena,SAmyate,pApam,sva,aDyAye,SAntiH,uttamA","pp.,0,0,0,0,0,adj"
mbh03_14651.xml,"m1s,n2s,i,iic,iic,m1s,iic,iic,m1s,m1s,iic,m1s,m1s,ipf[2] a3s","sa,muhUrtam,DyAtvA,bAzpa,pUrRa,nayanaH,ud,vigna,hfdayaH,vepamAnaH,visaYjYa,kalpaH,prAYjaliH,abravIt","0,0,abs,0,pp., ctp3,adj cbv,preverb,pp.,adj cbv,adj ppr. [1] md.,0,adj ck,adj,0"
mbh12_26023.xml,"m5s,i,m5s,m1s,m2s,iic,m1s","hEraRyagarBAt,ca,vasizWAt,hiraRyakaSipuH,SApam,pra,AptavAn","adj pn, ctp6,0,pn,pn,0,preverb,ppa."
mbh03_14555.xml,"m1s,prf a3s","rAjA,uvAca","0,0"
mbh03_14490.xml,"m2s,ipf[2] a3s,m1s","tam,abravIt,rAjA","0,0,0"
mbh03_14510.xml,"i,ipf[2] a3s,m1s,m2s","tataH,abravIt,rAjA,sUtam","0,0,0,0"
mbh12_26128.xml,"iic,iic,m1s,i,i,m1s,iic,m1s,i,ipf[6] a3p,m2p,m2p,m3s,m3s,iic,iic,m1s","AkASa,gaNgA,gataH,ca,purA,BaradvAjaH,mahA,fziH,upa,aspfSan,trIn,kramAn,kramatA,vizRunA,aBi,A,sAditaH","0,ck,adj pp., ctp2,0,0,pn,0,adj ck,pv,0,0,0,adj ppr. [1] ac.,0,preverb,preverb,ca. pp."
mbh03_14478.xml,"m2s,iic,m2s,iic,iic,iic,iic,iic,m1s,m1s,i,prf a3s","tam,evam,vAdinam,izwa,jana,Soka,pari,ita,AtmA,rAjA,pra,uvAca","0,0,adj ctp upapada,pp.,ck,ctp5,preverb,pp., ctp3,adj cbv,0,preverb,0"
mbh03_14607.xml,"i,n2s,m1s,m1s,iic,f6s,i,ipv[2] a3s,i,i,prf a3s,iic,mvs","SrutvA,vacaH,sa,muniH,rAja,putryAH,taTA,astu,iti,pra,Aha,kuru,pravIra","abs,0,0,0,0,ctp6,0,0,0,preverb,0,pn,ctp6"
mbh03_14554.xml,"m7s,i,m7s,x6s,n1s,n1s,iic,m6p,m6p,i,mvs","asmin,tu,loke,mama,yAnam,etat,asmat,viDAnAm,aparezAm,ca,rAjan","0,0,0,0,0,0,0,ctp6,0,0,0"
mbh12_13946.xml,"m1s,prf a3s","BfguH,uvAca","pn,0"
mbh03_14498.xml,"m1s,i,m1s,f2s,iic,i,f7s,iic,iic,iic,m1s,iic,iic,n2s,i,iic,i,iic,iic,f3s,f3s,iic,iic,i,iic,i,iic,m2s,ipf[2] a3s","sa,ca,rAjA,tAm,upa,laBya,tasyAm,surata,guRa,nibadDa,hfdayaH,loka,traya,ESvaryam,iva,upa,laBya,harza,bAzpa,kalayA,vAcA,pra,Ri,patya,aBi,pUjya,maRqUka,rAjAnam,abravIt","0,0,0,0,preverb,abs,0,ck,ck,ctp3,cbv,0,ctp6,ctp6,0,0,abs,0,cd,adj cbv,0,preverb,preverb,abs,preverb,pfp. [1],0,ctp6,0"
mbh03_14593.xml,"i,i,m6s,i,m2s,i,i,pre[1] a1s,m1s,i,ipv[1] a3s,m1s","na,ca,asya,kartum,nASam,aBi,ud,sahAmi,AyuzmAn,vE,jIvatu,vAmadevaH","0,0,0,inf,0,preverb,preverb,0,0,0,0,pn"
mbh12_26009.xml,"iic,iic,n1d,f2s,iic,m6s,m6s,m6s,iic,m6s,i,m2s,f1p,i,f1p","a,mfta,utpAdane,puraScaraRatAm,upa,gatasya,aNgirasaH,bfhaspateH,upa,spfSataH,na,prasAdam,gatavatyaH,kila,apaH","0,pp., ctp na,ctp6,0,preverb,adj pp.,pn,pn,preverb,ppr. [6] ac.,0,0,ppa.,0,0"
mbh12_25997.xml,"iic,m1p,iic,m1p,pre[1] a3p,m6p,m7s,m1p,iic,m1p","apa,DvastAH,dasyu,BUtAH,Bavanti,yezAm,rAzwre,brAhmaRAH,vftti,hInAH","preverb,pp.,0,pp., ck,0,0,0,0,0,pp., ctp3"
mbh03_14641.xml,"pre[2] a3s,m1s,i,m1s,m5s,iic,iic,m1s,i","asti,kaH,cit,anyaH,BavataH,cira,jAta,taraH,iti","0,0,0,0,0,0,pp., ck,0,0"
mbh03_14521.xml,"m2s,ipf[2] a3s,m1s","tam,abravIt,fziH","0,0,0"
mbh12_26084.xml,"n3s,i,n3s,n3s,i,iic,f1s,f2s,f2s,f2s,i,ipv[1] a2s","anena,eva,vratena,tapasA,ca,anu,itA,devIm,varadAm,upaSrutim,A,hvaya","0,0,0,0,0,preverb,pp.,adj,adj,pn,preverb,0"
mbh12_25953.xml,"n1s,i,i,iic,n7s,iic,n1s,iic,n7s,iic,n7s","tamaH,iti,eva,aBi,BUte,a,saYjYake,a,dvitIye,prati,sTite","0,0,0,preverb,pp.,0,ctp na,0,0,preverb,pp."
mbh12_26038.xml,"i,m1s,m2s,iic,m2s,iic,iic,iic,iic,iic,n2s,i,f2s,i,prf m3s","aTa,indraH,tam,vi,varDamAnam,soma,pAna,A,pyAyita,sarva,gAtram,dfzwvA,cintAm,A,pede","0,pn,0,preverb,ppr. [1] md.,0,ctp6,preverb,ctp3,ck,bv,abs,0,preverb,0"
