lexid,filename,sentence,word
 ppr. [2] md.,mbh12_13982.xml,"['vi', 'mucya', 'agni', 'Dana', 'kalatra', 'paribarha', 'saNgAn', 'AtmanaH', 'sneha', 'pASAn', 'ava', 'DUya', 'pari', 'vrajanti', 'sama', 'lozwa', 'aSma', 'kAYcanAH', 'tri', 'varga', 'pra', 'vfttezu', 'AramBezu', 'a', 'sakta', 'budDayaH', 'ari', 'mitra', 'ud', 'AsInezu', 'tulya', 'vfttayaH', 'sTAvara', 'jara', 'Ayuja', 'aRqaja', 'svedaja', 'ud', 'BijjAnAm', 'BUtAnAm', 'vAk', 'manaH', 'karmaBiH', 'an', 'aBi', 'drohiRaH', 'a', 'niketAH', 'parvata', 'pulina', 'vfkza', 'mUla', 'devata', 'yatanAni', 'anu', 'carantaH', 'vAsa', 'ArTam', 'upa', 'IyuH', 'nagaram', 'grAmam', 'vA', 'nagare', 'paYca', 'rAtrikAH', 'grAma', 'eka', 'rAtrikAH']",vfttayaH
vt4m,pt917.xml,"['Badra', 'kim', 'evam', 'sati', 'pra', 'Apta', 'kAlam', 'manyase']",manyase
vt4m,pt840.xml,"['vyasanam', 'hi', 'mahA', 'rAjYaH', 'mohAt', 'sam', 'prati', 'padyate', 'viDinA', 'SAstra', 'dfzwena', 'mftyuH', 'vAryaH', 'pra', 'yatnataH']",padyate
ppp,pt1140.xml,"['kfte', 'viniScaye', 'puMsAm', 'devAH', 'yAnti', 'sahAyatAm', 'vizRuH', 'cakram', 'garutmAn', 'ca', 'kOlikasya', 'yaTA', 'Ahave']",kfte
ppp,pt251.xml,"['kanaka', 'BUzaRa', 'saNgrahaRa', 'ucitaH', 'yadi', 'maRiH', 'trapuRi', 'prati', 'baDyate', 'na', 'sa', 'vi', 'rOti', 'na', 'ca', 'api', 'na', 'SoBate', 'Bavati', 'yojayituH', 'vacanIyatA']",ucitaH
 ck,mbh12_13923.xml,"['pfTivI', 'sarva', 'BUtAnAm', 'janitrI', 'viDAH', 'striyaH']",janitrI
 ck,mbh12_25951.xml,"['a', 'vi', 'akte', 'sarva', 'BUta', 'pralaye', 'sTAvara', 'jaNgame']",sTAvara
ca. pfp. [3],mbh03_14439.xml,"['udakam', 'me', 'na', 'darSayitavyam', 'iti']",darSayitavyam
prpp,pt1972.xml,"['raTakAraH', 'api', 'tam', 'ati', 'BayAnakam', 'siMham', 'dfzwvA', 'gatAsum', 'iva', 'AtmAnam', 'manyamAnaH', 'pratyutpanna', 'mati', 'tayA', 'vA', 'balavat', 'upa', 'sarpaRam', 'eva', 'SreyaH', 'iti', 'tat', 'aBimuKam', 'gatvA', 'pra', 'namya', 'pra', 'uvAca']",manyamAnaH
prpp,pt1253.xml,"['tataH', 'suDA', 'plAvitam', 'iva', 'AtmAnam', 'manyamAnaH', 'devIm', 'uvAca']",manyamAnaH
noun_ctp5,pt1396.xml,"['pUjyaH', 'banDuH', 'api', 'priyaH', 'api', 'tanayaH', 'BrAtA', 'vayasyaH', 'api', 'vA', 'yaH', 'mohAt', 'an', 'avadya', 'kArya', 'vimuKaH', 'heyaH', 'sa', 'kArya', 'arTinA', 'loke', 'hi', 'praTitAH', 'nanu', 'SrutiH', 'iyam', 'na', 'arTaH', 'api', 'gAyanti', 'yAm', 'kim', 'kAryam', 'kanakena', 'tena', 'Bavati', 'CedAya', 'karRasya', 'yat']",vimuKaH
noun_ctp5,pt1048.xml,"['aTa', 'taTA', 'iti', 'prati', 'jYAya', 'nirvfti', 'BAjaH', 'tatra', 'vane', 'nirBayAH', 'te', 'parI', 'awanti', 'ekaH', 'ca', 'jAti', 'krameRa', 'vfdDaH', 'vA', 'vErAgya', 'yuktaH', 'vA', 'Soka', 'grastaH', 'vA', 'putra', 'kalatra', 'nASa', 'BItaH', 'vA', 'tasya', 'AhAra', 'arTam', 'maDya', 'ahna', 'samaye', 'pratidinam', 'upa', 'tizWate', 'iti']",BItaH
cau abs,mbh12_26090.xml,"['tAm', 'mUrDnA', 'pra', 'namya', 'uvAca', 'SacI', 'Bagavati', 'arhasi', 'me', 'BartAram', 'darSayitum', 'tvam', 'satyA', 'matA', 'ca', 'iti']",darSayitum
indefinite adj,pt672.xml,"['aTa', 'evam', 'tasya', 'gacCataH', 'agre', 'kaScid', 'nadI', 'sam', 'A', 'yAtA']",kaScid
vt10am,pt680.xml,"['deva', 'SarmA', 'api', 'tat', 'A', 'lokya', 'vi', 'acintayat']",acintayat
vt10am,pt980.xml,"['aTa', 'vA', 'kim', 'atra', 'cintyate']",cintyate
adj ppr. [10] md.,mbh03_14462.xml,"['tAm', 'mfgayamARaH', 'rAjA', 'na', 'apaSyat']",mfgayamARaH
pn,mbh12_26165.xml,"['etat', 'ca', 'te', 'toyam', 'vaqavAmuKa', 'saYjYitena', 'pIyamAnam', 'maDuram', 'Bavizyati']",vaqavAmuKa
pn,mbh12_26044.xml,"['tAn', 'brahma', 'uvAca', 'fziH', 'BArgavaH', 'tapaH', 'tapyate', 'daDIcaH']",brahma
ctp4,mbh12_13978.xml,"['tyakta', 'grAmya', 'vastra', 'AhAra', 'upaBogAH', 'vanya', 'OzaDi', 'mUla', 'Pala', 'parRa', 'pari', 'mita', 'vicitra', 'ni', 'yata', 'AhArAH', 'sTAna', 'AsaninaH', 'BUmi', 'pAzARa', 'sikatA', 'SarkarA', 'vAlukA', 'Basma', 'SAyinaH', 'kASa', 'kuSa', 'carma', 'valkala', 'saM', 'vfta', 'aNgAH', 'keSa', 'SmaSru', 'naKa', 'roma', 'DAriRaH', 'niyata', 'kAla', 'upasparSanAH', 'askanna', 'homa', 'bali', 'kAla', 'anu', 'zWAyinaH', 'samitkuSa', 'kusuma', 'upahAra', 'homa', 'arjana', 'labDa', 'viSrAmAH', 'SItA', 'uzRa', 'pavana', 'niH', 'tapta', 'vi', 'Binna', 'sarva', 'tvacaH', 'viviDa', 'niyama', 'yoga', 'carya', 'avihita', 'Darma', 'anu', 'zWAna', 'hfta', 'mAMsa', 'SoRitAH', 'tvak', 'asTi', 'BUtAH', 'Dfti', 'parAH', 'sattva', 'yogAt', 'SarIrARi', 'ud', 'vahanti']",arjana
ctp4,mbh12_13898.xml,"['saH', 'eza', 'kAmyaH', 'guRa', 'viSezaH', 'Darma', 'ArTayoH', 'AramBaH', 'tat', 'hetuH', 'asya', 'utpattiH', 'suKa', 'prayojanA']",ArTayoH
vt3a,pt1184.xml,"['kzatriyaH', 'asO', 'rAjA', 'tvam', 'ca', 'vESyaH', 'san', 'a', 'DarmAt', 'api', 'na', 'biBezi']",biBezi
vt3a,pt1322.xml,"['iti', 'ukte', 'kfta', 'maNgala', 'viDiH', 'sAMgrAmika', 'alam', 'karaRa', 'vi', 'BUzitaH', 'gorocana', 'asita', 'sidDa', 'arTaka', 'kusuma', 'Adi', 'kfta', 'vandanaH', 'aBi', 'udite', 'Bagavati', 'kamalA', 'kara', 'bAnDave', 'prAcI', 'dik', 'vaDU', 'muKa', 'tilake', 'sahasra', 'kiraRe', 'vEjayikezu', 'saNgrAma', 'tUryezu', 'A', 'hatezu', 'nagarAt', 'niH', 'gatya', 'saNgrAma', 'BUmim', 'pra', 'Apte', 'rAjani', 'yaTA', 'sTAnam', 'uBaya', 'balezu', 'vi', 'Uhitezu', 'vftte', 'ca', 'pAda', 'Ata', 'sam', 'prahAre', 'kOlikaH', 'garuqam', 'A', 'ruhya', 'vi', 'tIrRa', 'suvarRa', 'ratna', 'Adi', 'dAna', 'viDiH', 'Davala', 'gfhAt', 'ut', 'patya', 'vihAyas', 'talam', 'kutUhala', 'A', 'vizwEH', 'nagara', 'janEH', 'niH', 'IkzyamARaH', 'aBi', 'vandyamAnaH', 'ca', 'nagarAt', 'bahiH', 'sva', 'sEnyasya', 'upari', 'prOQa', 'nAdam', 'pAYcajanyam', 'SaNKam', 'apUrayat']",apUrayat
adv_dem,pt1969.xml,"['aTa', 'tatra', 'vane', 'vimalaH', 'nAma', 'siMhaH', 'prati', 'vasati', 'sma']",tatra
adv_dem,pt1643.xml,"['mada', 'Srama', 'nidrA', 'parIta', 'kAyaH', 'yadA', 'nf', 'patiH', 'Bavati', 'tadA', 'niBftam', 'pAdayoH', 'tvayA', 'daMzwavyaH', 'etO', 'deSa', 'kAlO']",tadA
ppf actn,mbh03_14645.xml,"['tataH', 'sa', 'bakaH', 'tam', 'akUpAram', 'kacCapam', 'vijYApyAm', 'Asa']",vijYApyAm
ppf actn,mbh12_26093.xml,"['tAm', 'indraH', 'patnIm', 'kfSAm', 'glAnAm', 'ca', 'dfzwvA', 'cintayAm', 'baBUva']",cintayAm
noun_pn_ctp3,pt1900.xml,"['aTa', 'tAn', 'dfzwvA', 'mada', 'utkawaH', 'pra', 'Aha']",utkawaH
noun_pn_ctp3,pt1899.xml,"['tataH', 'te', 'sarve', 'bAzpa', 'pUrita', 'dfSaH', 'gatvA', 'mada', 'utkawam', 'pra', 'namya', 'upa', 'vizwAH']",utkawam
prap_desid,pt1358.xml,"['kim', 'BavAn', 'vivakzuH', 'iti']",vivakzuH
prap_desid,pt1362.xml,"['tat', 'enam', 'hftvA', 'svayam', 'eva', 'aham', 'suKena', 'rAjyam', 'grahIzyAmi', 'adya', 'eva', 'ayam', 'saYjIvakaH', 'enam', 'arTam', 'cikIrzuH', 'asti']",cikIrzuH
iic.,pt52.xml,"['dAkziRAtyezu', 'jana', 'padezu', 'purandarapurasya', 'fdDi', 'sarva', 'guRa', 'sam', 'pannam', 'pfTivyAH', 'cUqA', 'maRi', 'ratna', 'BUtam', 'kElAsa', 'SiKara', 'Akfti', 'viviDa', 'yantra', 'praharaRa', 'AcaraRa', 'pari', 'pUrRa', 'go', 'pura', 'awwAlakam', 'visaNkawa', 'utkawa', 'dfQa', 'pariGa', 'kapAwa', 'toraRa', 'argala', 'upagata', 'indra', 'kIla', 'vipula', 'dvAram', 'su', 'vi', 'hita', 'SfNgAwaka', 'catuzpaTa', 'prati', 'sTita', 'an', 'eka', 'devatA', 'Ayatanam', 'pariKA', 'pari', 'karita', 'ut', 'Srita', 'hima', 'giri', 'sadfSa', 'AkAra', 'prAkAra', 'valaya', 'pari', 'vezwitam', 'mahilA', 'ropyam', 'nAma', 'nagaram']",mahilA
iic.,pt316.xml,"['Sakti', 'vEkalya', 'namrasya', 'niHsAratvAt', 'laGIyasaH', 'janminaH', 'mAna', 'hInasya', 'tfRasya', 'ca', 'samA', 'gatiH']",Sakti
noun_cdi,pt1643.xml,"['mada', 'Srama', 'nidrA', 'parIta', 'kAyaH', 'yadA', 'nf', 'patiH', 'Bavati', 'tadA', 'niBftam', 'pAdayoH', 'tvayA', 'daMzwavyaH', 'etO', 'deSa', 'kAlO']",kAlO
noun_cdi,pt1563.xml,"['vyAGra', 'vAnara', 'sarpARAm', 'iti']",sarpARAm
patronymic,pt1103.xml,"['AtmanaH', 'Saktim', 'ut', 'vi', 'Ikzya', 'mAna', 'utsAhO', 'tu', 'yaH', 'vrajet', 'SatrUn', 'ekaH', 'api', 'hanyAt', 'ca', 'kzatriyAn', 'BArgavaH', 'yaTA']",BArgavaH
prap[10],pt385.xml,"['evam', 'cintayan', 'piNgalaka', 'aBimuKaH', 'pra', 'tasTe']",cintayan
prap[10],pt794.xml,"['evam', 'tasya', 'parivrAjakasya', 'cintayataH', 'niSA', 'mahatA', 'kfcCreRa', 'ati', 'cakrAma']",cintayataH
pron_dem,pt1637.xml,"['tat', 'ca', 'smftvA', 'tat', 'vacanam', 'prati', 'padya', 'aBi', 'hitavatI']",tat
pron_dem,pt988.xml,"['tEH', 'ca', 'aBi', 'hitaH']",tEH
gerundive_anIya,pt86.xml,"['tatra', 'sarvezu', 'eva', 'nagara', 'pattana', 'aDi', 'sTAna', 'Kewaka', 'vawa', 'bARa', 'agra', 'hAra', 'kAnana', 'vana', 'sTAnezu', 'ekaH', 'eva', 'siMha', 'sTAnIyaH', 'Bavati']",sTAnIyaH
gerundive_anIya,pt25.xml,"['an', 'anta', 'pAram', 'kila', 'Sabda', 'SAstram', 'svalpam', 'taTA', 'AyuH', 'bahavaH', 'ca', 'viGnAH', 'yat', 'sAra', 'BUtam', 'tat', 'upa', 'AsanIyam', 'haMsEH', 'yaTA', 'kzIram', 'iva', 'ambu', 'maDyAt']",AsanIyam
adj ctp3,mbh12_26095.xml,"['nazwam', 'hi', 'mAm', 'iyam', 'anu', 'izya', 'upa', 'agamat', 'duHKA', 'ArtA', 'iti']",ArtA
adj ctp3,mbh12_26157.xml,"['tasya', 'tapaH', 'tapyamAnasya', 'sarva', 'ganDa', 'vahaH', 'SuciH', 'vAyuH', 'vi', 'vAyamAnaH', 'SarIram', 'aspfSat']",vahaH
ppr. [2] ac.,mbh12_25959.xml,"['na', 'sat', 'AsIt', 'na', 'a', 'sat', 'AsIt']",sat
ppr. [2] ac.,mbh12_25954.xml,"['na', 'rAtryAm', 'na', 'divase', 'na', 'sati', 'na', 'a', 'sati', 'na', 'vi', 'akte', 'na', 'a', 'vi', 'akte', 'vi', 'ava', 'sTite']",sati
gerundive,pt1643.xml,"['mada', 'Srama', 'nidrA', 'parIta', 'kAyaH', 'yadA', 'nf', 'patiH', 'Bavati', 'tadA', 'niBftam', 'pAdayoH', 'tvayA', 'daMzwavyaH', 'etO', 'deSa', 'kAlO']",daMzwavyaH
gerundive,pt1889.xml,"['yasmin', 'kule', 'yaH', 'puruzaH', 'praDAnaH', 'sadA', 'eva', 'yatnena', 'sa', 'rakzaRIyaH', 'tasmin', 'vinazwe', 'hi', 'kulam', 'vinazwam', 'na', 'nABi', 'BaNge', 'hi', 'arakAH', 'vahanti']",rakzaRIyaH
 ctp7,mbh12_26092.xml,"['tatra', 'indram', 'bisa', 'granTi', 'gatam', 'adarSayat']",adarSayat
 ctp7,mbh12_13970.xml,"['a', 'hiMsA', 'satyam', 'a', 'kroDaH', 'sarva', 'ASrama', 'gatam', 'tapaH']",tapaH
iic,pt220.xml,"['yasya', 'yasya', 'hi', 'yaH', 'BAvaH', 'tasya', 'tasya', 'hi', 'tam', 'naraH', 'anupra', 'viSya', 'meDAvI', 'kzipram', 'Atma', 'vaSam', 'nayet']",Atma
iic,pt260.xml,"['aSvaH', 'Sastram', 'SAstram', 'vIRA', 'vARI', 'naraH', 'ca', 'nArI', 'ca', 'puruza', 'viSezam', 'pra', 'AptAH', 'Bavanti', 'a', 'yogyAH', 'ca', 'yogyAH', 'ca']",puruza
ppr. [1] md.,mbh12_26038.xml,"['aTa', 'indraH', 'tam', 'vi', 'varDamAnam', 'soma', 'pAna', 'A', 'pyAyita', 'sarva', 'gAtram', 'dfzwvA', 'cintAm', 'A', 'pede']",varDamAnam
ppr. [1] md.,mbh03_14559.xml,"['Goram', 'vratam', 'brAhmaRasya', 'etat', 'AhuH', 'etat', 'rAjan', 'yat', 'iha', 'a', 'jIvamAnaH']",jIvamAnaH
adj_dem,pt1643.xml,"['mada', 'Srama', 'nidrA', 'parIta', 'kAyaH', 'yadA', 'nf', 'patiH', 'Bavati', 'tadA', 'niBftam', 'pAdayoH', 'tvayA', 'daMzwavyaH', 'etO', 'deSa', 'kAlO']",etO
adj_dem,pt1004.xml,"['aTa', 'sA', 'vAyasI', 'kanaka', 'sUtram', 'ekam', 'A', 'dAya', 'sva', 'vfzA', 'aBimuKI', 'pra', 'tasTe']",sA
vA,mbh12_26157.xml,"['tasya', 'tapaH', 'tapyamAnasya', 'sarva', 'ganDa', 'vahaH', 'SuciH', 'vAyuH', 'vi', 'vAyamAnaH', 'SarIram', 'aspfSat']",vAyamAnaH
 adj cab,mbh03_14426.xml,"['aTa', 'apaSyat', 'kanyAm', 'parama', 'rUpa', 'darSanIyAm', 'puzpARi', 'ava', 'cinvatIm', 'gAyantIm', 'ca']",puzpARi
pcl_conj,pt1140.xml,"['kfte', 'viniScaye', 'puMsAm', 'devAH', 'yAnti', 'sahAyatAm', 'vizRuH', 'cakram', 'garutmAn', 'ca', 'kOlikasya', 'yaTA', 'Ahave']",ca
pcl_conj,pt1312.xml,"['Bagavat', 'BaktAH', 'ca', 'tridaRqinaH', 'pravrajyAm', 'tyakzyanti']",ca
cbv,mbh03_14601.xml,"['tvayA', 'trAtam', 'rAja', 'kulam', 'SuBa', 'IkzaRe', 'varam', 'vfRIzva', 'apratimam', 'dadAni', 'te']",IkzaRe
cbv,mbh12_26052.xml,"['aTa', 'daDIcaH', 'taTA', 'eva', 'a', 'vimanAH', 'suKa', 'duHKa', 'samaH', 'mahA', 'yogI', 'AtmAnam', 'sam', 'DAya', 'SarIra', 'parityAgam', 'cakAra']",samaH
pcl_neg,pt687.xml,"['SanEH', 'SanEH', 'yAvat', 'A', 'gacCati', 'tAvat', 'AzAQaBUti', 'na', 'paSyati']",na
pcl_neg,pt1889.xml,"['yasmin', 'kule', 'yaH', 'puruzaH', 'praDAnaH', 'sadA', 'eva', 'yatnena', 'sa', 'rakzaRIyaH', 'tasmin', 'vinazwe', 'hi', 'kulam', 'vinazwam', 'na', 'nABi', 'BaNge', 'hi', 'arakAH', 'vahanti']",na
ppr. [6] ac.,mbh12_26009.xml,"['a', 'mfta', 'utpAdane', 'puraScaraRatAm', 'upa', 'gatasya', 'aNgirasaH', 'bfhaspateH', 'upa', 'spfSataH', 'na', 'prasAdam', 'gatavatyaH', 'kila', 'apaH']",na
ppr. [6] ac.,mbh03_14572.xml,"['evam', 'bruvan', 'eva', 'sa', 'yAtu', 'DAnEH', 'hataH', 'jagAma', 'ASu', 'mahIm', 'kziti', 'ISaH']",bruvan
vi2a,pt633.xml,"['niHspfhaH', 'na', 'aDikArI', 'syAt', 'na', 'a', 'kAmI', 'maRqana', 'priyaH', 'na', 'a', 'vi', 'dagDaH', 'priyam', 'brUyAt', 'sPuwa', 'vaktA', 'na', 'vaYcakaH']",syAt
vi2a,pt1319.xml,"['evam', 'astu', 'iti', 'prati', 'pannam', 'garuqena']",astu
vt6a m,pt1124.xml,"['sa', 'ca', 'siMhaH', 'ati', 'mUrKatayA', 'AtmanaH', 'pratibimbam', 'jala', 'maDya', 'gatam', 'dfzwvA', 'siMha', 'nAdam', 'mumoca']",mumoca
noun_pn_ctp_dvigu,pt703.xml,"['svAgatena', 'agnayaH', 'prItAH', 'Asanena', 'Sata', 'kratuH', 'pAda', 'SOcena', 'govindaH', 'anna', 'Adyena', 'prajA', 'patiH']",kratuH
adj_ctp_gati,pt677.xml,"['deva', 'SarmA', 'api', 'CAttra', 'guRa', 'gaRa', 'anu', 'raYjita', 'manAH', 'su', 'viSvastaH', 'upa', 'vizwaH', 'yAvat', 'tizWati', 'tAvat', 'huqa', 'yUTa', 'maDye', 'huqa', 'yugala', 'yudDam', 'apaSyat']",viSvastaH
adj_ctp_gati,pt748.xml,"['yadyapi', 'na', 'Bavati', 'dEvAt', 'pumAn', 'virUpaH', 'api', 'banDukI', 'rahasi', 'Badram', 'api', 'tat', 'api', 'kazwAt', 'nija', 'kAntam', 'sA', 'Bajati', 'eva']",virUpaH
pp. ctp na,mbh12_13982.xml,"['vi', 'mucya', 'agni', 'Dana', 'kalatra', 'paribarha', 'saNgAn', 'AtmanaH', 'sneha', 'pASAn', 'ava', 'DUya', 'pari', 'vrajanti', 'sama', 'lozwa', 'aSma', 'kAYcanAH', 'tri', 'varga', 'pra', 'vfttezu', 'AramBezu', 'a', 'sakta', 'budDayaH', 'ari', 'mitra', 'ud', 'AsInezu', 'tulya', 'vfttayaH', 'sTAvara', 'jara', 'Ayuja', 'aRqaja', 'svedaja', 'ud', 'BijjAnAm', 'BUtAnAm', 'vAk', 'manaH', 'karmaBiH', 'an', 'aBi', 'drohiRaH', 'a', 'niketAH', 'parvata', 'pulina', 'vfkza', 'mUla', 'devata', 'yatanAni', 'anu', 'carantaH', 'vAsa', 'ArTam', 'upa', 'IyuH', 'nagaram', 'grAmam', 'vA', 'nagare', 'paYca', 'rAtrikAH', 'grAma', 'eka', 'rAtrikAH']",budDayaH
prmp[1],pt479.xml,"['asti', 'atra', 'DarA', 'a', 'tale', 'varDamAnam', 'nAma', 'nagaram']",varDamAnam
prmp[1],pt1685.xml,"['saH', 'api', 'tat', 'A', 'karRya', 'palAyitum', 'IhamAnaH', 'vyAGreRa', 'KaRqaSaH', 'kftaH', 'mftaH', 'ca']",IhamAnaH
 cbv,pt1024.xml,"['aTa', 'tat', 'vana', 'jAH', 'sarve', 'sAraNga', 'varAha', 'mahiza', 'gavaya', 'SaSaka', 'AdayaH', 'militvA', 'dIna', 'AnanAH', 'mahI', 'tala', 'ava', 'sakta', 'jAnavaH', 'pra', 'nata', 'SirasaH', 'sa', 'vinayAH', 'tam', 'mfga', 'patim', 'vi', 'jYapayitum', 'A', 'rabDAH']",militvA
 cbv,pt1021.xml,"['asti', 'kasmin', 'cit', 'vana', 'uddeSe', 'mada', 'ut', 'mattaH', 'manda', 'mati', 'nAmA', 'siMhaH']",siMhaH
ctp prAdi,mbh12_26120.xml,"['tataH', 'devAH', 'fzayaH', 'ca', 'indram', 'na', 'apaSyan', 'yadA', 'tadA', 'SacIm', 'UcuH', 'gacCa', 'suBage', 'indram', 'Anayasva', 'iti']",suBage
ctp prAdi,mbh12_13929.xml,"['tapasaH', 'ca', 'su', 'taptasya', 'sva', 'aDyAyasya', 'hutasya', 'ca']",taptasya
cdvigu,mbh03_14417.xml,"['tam', 'eka', 'aSvena', 'mfgam', 'anu', 'sarantam', 'mfgaH', 'dUram', 'apa', 'aharat']",aSvena
cdvigu,mbh12_13968.xml,"['parivAda', 'upa', 'GAtO', 'ca', 'pAruzyam', 'ca', 'atra', 'garhitam']",GAtO
cab,mbh03_14584.xml,"['evam', 'uktaH', 'vAmadevena', 'rAjan', 'antaH', 'pure', 'rAja', 'putram', 'jaGAna']",pure
cab,mbh03_14528.xml,"['evam', 'uktvA', 'mfgam', 'ava', 'Apya', 'sva', 'nagaram', 'etya', 'ASvO', 'antaH', 'pure', 'asTApayat']",pure
adj cd,mbh03_14450.xml,"['aTa', 'amAtyaH', 'an', 'udakam', 'vanam', 'kArayitvA', 'udAra', 'vfkzam', 'bahu', 'mUla', 'puzpa', 'Palam', 'rahasi', 'upa', 'gamya', 'rAjAnam', 'abravIt']",Palam
noun_ctp_prAdi,pt926.xml,"['BakzayitvA', 'bahUn', 'matsyAn', 'uttama', 'aDama', 'maDyamAn', 'atilOlyAt', 'bakaH', 'kaH', 'cit', 'mftaH', 'karkawaka', 'grahAt']",atilOlyAt
noun_ctp_prAdi,pt1763.xml,"['he', 'sumitra', 'yaTezwam', 'uzyatAm', 'asmin', 'mahA', 'sarasi', 'suKa', 'sevye', 'atra', 'vane', 'mayA', 'samam']",sumitra
vi6am,pt770.xml,"['tat', 'drutam', 'muYca', 'mAm', 'banDanAt', 'yAvat', 'na', 'ayam', 'prati', 'buDyate', 'yena', 'sva', 'gfham', 'gacCAmi']",muYca
